LOCATION,TIME,Value
DNK,2012,45820.36397
DNK,2013,48222.97595
DNK,2014,49648.01783
DNK,2015,50577.64092
DNK,2016,53096.89372
DNK,2017,56342.69137
DNK,2018,57978.78861
FIN,1979,8090.696402
FIN,1980,9266.781978
FIN,1981,10168.73764
FIN,1982,11043.09335
FIN,1983,11737.47549
FIN,1984,12490.19034
FIN,1985,13297.75158
FIN,1986,13925.52307
FIN,1987,14719.45023
FIN,1988,16009.63892
FIN,1989,17217.11965
FIN,1990,17820.71728
FIN,1991,17059.97426
FIN,1992,16551.95539
FIN,1993,16634.82806
FIN,1994,17713.59453
FIN,1995,18979.36898
FIN,1996,19599.43649
FIN,1997,21461.49507
FIN,1998,23122.27941
FIN,1999,24519.52356
FIN,2000,26628.06671
FIN,2001,27797.43275
FIN,2002,28691.81329
FIN,2003,28848.88056
FIN,2004,31392.62582
FIN,2005,32185.46841
FIN,2006,34726.43429
FIN,2007,37909.69275
FIN,2008,40150.96721
FIN,2009,38480.61632
FIN,2010,39486.47976
FIN,2011,41073.28941
FIN,2012,41063.96631
FIN,2013,41663.30011
FIN,2014,42167.77302
FIN,2015,42945.95981
FIN,2016,45150.75927
FIN,2017,47477.99464
FIN,2018,49709.84388
FRA,1979,8812.790068
FRA,1980,9739.113057
FRA,1981,10702.89768
FRA,1982,11533.86134
FRA,1983,11989.98129
FRA,1984,12521.11911
FRA,1985,13127.76951
FRA,1986,13711.9742
FRA,1987,14385.05221
FRA,1988,15488.61416
FRA,1989,16649.17733
FRA,1990,17674.39105
FRA,1991,18355.7568
FRA,1992,19004.23178
FRA,1993,19266.18176
FRA,1994,20035.52945
FRA,1995,20813.13815
FRA,1996,21506.14144
FRA,1997,22510.34681
FRA,1998,23667.46011
FRA,1999,24796.27876
FRA,2000,26516.86584
FRA,2001,28001.94846
FRA,2002,28825.29053
FRA,2003,28519.95182
FRA,2004,29440.72017
FRA,2005,31026.38684
FRA,2006,33084.66233
FRA,2007,34770.13825
FRA,2008,35867.53364
FRA,2009,35518.00508
FRA,2010,36767.89027
FRA,2011,38443.50801
FRA,2012,38508.15044
FRA,2013,40413.87349
FRA,2014,41014.14171
FRA,2015,41722.84099
FRA,2016,43760.04846
FRA,2017,45715.14671
FRA,2018,47283.61503
DEU,1979,9461.446546
DEU,1980,10436.62219
DEU,1981,11448.10381
DEU,1982,12109.45553
DEU,1983,12856.5781
DEU,1984,13798.80199
DEU,1985,14601.02737
DEU,1986,15194.31211
DEU,1987,15759.74517
DEU,1988,16918.34978
DEU,1989,18158.74421
DEU,1990,19655.12743
DEU,1991,21045.14241
DEU,1992,21781.0749
DEU,1993,21929.52272
DEU,1994,22832.85536
DEU,1995,23596.13997
DEU,1996,24171.33698
DEU,1997,24675.34221
DEU,1998,25385.60024
DEU,1999,26326.85002
DEU,2000,27306.77916
DEU,2001,28469.2728
DEU,2002,29191.28971
DEU,2003,29929.27792
DEU,2004,31904.48276
DEU,2005,32502.89756
DEU,2006,35210.58304
DEU,2007,37354.80447
DEU,2008,38797.30511
DEU,2009,38346.66741
DEU,2010,40499.9826
DEU,2011,43630.88959
DEU,2012,44399.89459
DEU,2013,46035.53128
DEU,2014,47953.1665
DEU,2015,48768.64555
DEU,2016,51808.95969
DEU,2017,54368.25913
DEU,2018,55979.87457
GRC,1979,8134.625362
GRC,1980,8875.353864
GRC,1981,9437.35038
GRC,1982,9863.396115
GRC,1983,10040.34061
GRC,1984,10449.30508
GRC,1985,10977.22107
GRC,1986,11154.47011
GRC,1987,11200.24913
GRC,1988,12021.50018
GRC,1989,12921.1584
GRC,1990,13484.05289
GRC,1991,14310.5524
GRC,1992,14677.37959
GRC,1993,14655.94336
GRC,1994,15204.69556
GRC,1995,15811.33882
GRC,1996,16367.46213
GRC,1997,17312.60744
GRC,1998,18118.64952
GRC,1999,18256.47526
GRC,2000,19657.30298
GRC,2001,21123.95537
GRC,2002,22611.05784
GRC,2003,23802.38358
GRC,2004,25139.16174
GRC,2005,25617.82731
GRC,2006,27985.45499
GRC,2007,28535.11529
GRC,2008,29936.90361
GRC,2009,29713.78584
GRC,2010,27592.32925
GRC,2011,25427.37065
GRC,2012,25452.18767
GRC,2013,26066.37164
GRC,2014,27020.35859
GRC,2015,26939.41763
GRC,2016,27824.34861
GRC,2017,29145.49175
GRC,2018,30193.59496
HUN,1993,8250.256305
HUN,1994,8667.240234
HUN,1995,8780.561775
HUN,1996,8913.665201
HUN,1997,9222.982971
HUN,1998,9752.766265
HUN,1999,10168.13817
HUN,2000,11168.8899
HUN,2001,12446.68077
HUN,2002,13700.43217
HUN,2003,14642.87878
HUN,2004,15238.91746
HUN,2005,16002.62374
HUN,2006,17239.47016
HUN,2007,17661.18661
HUN,2008,19333.4182
HUN,2009,19790.84617
HUN,2010,20606.8382
HUN,2011,21792.88485
HUN,2012,22175.38739
HUN,2013,23804.71421
HUN,2014,24497.60269
HUN,2015,25458.60227
HUN,2016,26992.35069
HUN,2017,28344.3076
HUN,2018,30313.2047
IRL,1979,5988.885858
IRL,1980,6648.283125
IRL,1981,7379.98739
IRL,1982,7723.027633
IRL,1983,7856.715372
IRL,1984,8255.425956
IRL,1985,8646.364106
IRL,1986,8847.480106
IRL,1987,9508.798128
IRL,1988,10267.58149
IRL,1989,11223.48089
IRL,1990,12783.99981
IRL,1991,13449.98534
IRL,1992,13921.39328
IRL,1993,14621.48851
IRL,1994,15812.76859
IRL,1995,17329.01075
IRL,1996,18855.54384
IRL,1997,20498.23125
IRL,1998,22466.70768
IRL,1999,23539.62209
IRL,2000,26316.12734
IRL,2001,27814.61198
IRL,2002,29521.08288
IRL,2003,31237.43161
IRL,2004,33398.06063
IRL,2005,35016.48646
IRL,2006,38795.18551
IRL,2007,40415.91891
IRL,2008,38293.03245
IRL,2009,34791.50443
IRL,2010,36306.26632
IRL,2011,36378.65929
IRL,2012,37304.41908
IRL,2013,40443.54011
IRL,2014,43157.6115
IRL,2015,53151.82157
IRL,2016,58740.42507
IRL,2017,62108.78772
IRL,2018,66342.92115
ITA,1979,8750.359697
ITA,1980,9853.947118
ITA,1981,10780.80178
ITA,1982,11475.52593
ITA,1983,12076.59591
ITA,1984,12910.67868
ITA,1985,13670.40645
ITA,1986,14304.49421
ITA,1987,15155.89143
ITA,1988,16347.12507
ITA,1989,17511.03683
ITA,1990,18375.64933
ITA,1991,19230.90578
ITA,1992,19787.00389
ITA,1993,20112.69821
ITA,1994,20950.21114
ITA,1995,22082.33698
ITA,1996,22794.9463
ITA,1997,23758.53096
ITA,1998,24883.0886
ITA,1999,25552.52156
ITA,2000,26979.17919
ITA,2001,27957.08219
ITA,2002,28588.10283
ITA,2003,28974.18908
ITA,2004,29397.78837
ITA,2005,30063.30905
ITA,2006,32384.63855
ITA,2007,33929.37384
ITA,2008,34951.9243
ITA,2009,34333.83731
ITA,2010,34783.41269
ITA,2011,36091.79972
ITA,2012,35958.8991
ITA,2013,36005.19973
ITA,2014,36198.0771
ITA,2015,36654.13327
ITA,2016,40032.93048
ITA,2017,42013.40226
ITA,2018,43263.49655
JPN,1979,7928.489645
JPN,1980,8804.341636
JPN,1981,9957.755834
JPN,1982,10870.30005
JPN,1983,11625.54431
JPN,1984,12516.3302
JPN,1985,13527.10227
JPN,1986,14182.8038
JPN,1987,15180.12189
JPN,1988,16718.71913
JPN,1989,18165.58028
JPN,1990,19699.41099
JPN,1991,20967.06934
JPN,1992,21578.70086
JPN,1993,21915.56245
JPN,1994,22564.35442
JPN,1995,23612.79951
JPN,1996,24813.25539
JPN,1997,25477.32537
JPN,1998,25387.98166
JPN,1999,25639.19601
JPN,2000,27224.65794
JPN,2001,27894.98493
JPN,2002,28569.31552
JPN,2003,29400.79131
JPN,2004,30924.84373
JPN,2005,32354.42042
JPN,2006,33961.07341
JPN,2007,35543.161
JPN,2008,35715.59042
JPN,2009,34013.54495
JPN,2010,35898.33692
JPN,2011,36788.65266
JPN,2012,38210.64548
JPN,2013,40317.88635
JPN,2014,40593.62545
JPN,2015,41958.23844
JPN,2016,41366.11936
JPN,2017,42319.86871
JPN,2018,43038.4617
KOR,1979,2328.829048
KOR,1980,2440.033327
KOR,1981,2804.458238
KOR,1982,3190.159138
KOR,1983,3692.912867
KOR,1984,4158.424829
KOR,1985,4542.698453
KOR,1986,5105.404126
KOR,1987,5882.7913
KOR,1988,6778.85324
KOR,1989,7501.895588
KOR,1990,8479.250967
KOR,1991,9576.32011
KOR,1992,10288.44889
KOR,1993,11137.0496
KOR,1994,12283.00175
KOR,1995,13589.56182
KOR,1996,14752.05268
KOR,1997,15715.59137
KOR,1998,14800.96974
KOR,1999,16629.82061
KOR,2000,18427.17488
KOR,2001,19560.23187
KOR,2002,21317.3071
KOR,2003,21997.14346
KOR,2004,23743.82522
KOR,2005,25008.74629
KOR,2006,26799.65807
KOR,2007,28985.86735
KOR,2008,29953.50623
KOR,2009,29598.3958
KOR,2010,31787.94489
KOR,2011,32747.98252
KOR,2012,33907.92828
KOR,2013,34462.50267
KOR,2014,35495.22574
KOR,2015,38026.03347
KOR,2016,39711.51202
KOR,2017,41168.12471
KOR,2018,42246.05937
LUX,1979,9785.370941
LUX,1980,10905.08454
LUX,1981,12303.87196
LUX,1982,14470.2044
LUX,1983,15869.16967
LUX,1984,17233.18831
LUX,1985,18383.83839
LUX,1986,20024.66255
LUX,1987,21432.19527
LUX,1988,23406.16235
LUX,1989,26175.63354
LUX,1990,28722.9694
LUX,1991,32063.97187
LUX,1992,32766.93994
LUX,1993,33809.71525
LUX,1994,34041.69041
LUX,1995,37407.92195
LUX,1996,38760.89934
LUX,1997,41230.96429
LUX,1998,41675.68396
LUX,1999,46145.85233
LUX,2000,48979.56379
LUX,2001,50254.13286
LUX,2002,49638.04806
LUX,2003,48890.11737
LUX,2004,58598.446
LUX,2005,62926.66001
LUX,2006,63402.32998
LUX,2007,72583.91049
LUX,2008,71521.65664
LUX,2009,55721.06849
LUX,2010,61725.37462
LUX,2011,63393.36354
LUX,2012,63642.18139
LUX,2013,63613.53552
LUX,2014,67047.52081
LUX,2015,67615.72019
LUX,2016,70192.29374
LUX,2017,72668.04004
LUX,2018,74291.83437
MEX,1979,4195.002124
MEX,1980,4791.37834
MEX,1981,5535.971473
MEX,1982,5576.451135
MEX,1983,5410.231537
MEX,1984,5705.659136
MEX,1985,5984.836575
MEX,1986,5701.99416
MEX,1987,5881.177309
MEX,1988,6095.112962
MEX,1989,6485.144997
MEX,1990,6964.591045
MEX,1991,7412.086911
MEX,1992,7732.182264
MEX,1993,7396.647166
MEX,1994,7716.788964
MEX,1995,7128.735013
MEX,1996,7808.767279
MEX,1997,8381.139233
MEX,1998,8778.943412
MEX,1999,9103.006271
MEX,2000,9942.211629
MEX,2001,10042.66716
MEX,2002,10363.68461
MEX,2003,11101.91433
MEX,2004,11744.34171
MEX,2005,12278.15594
MEX,2006,13509.83322
MEX,2007,13993.6459
MEX,2008,14675.93074
MEX,2009,14288.31984
MEX,2010,15076.21255
MEX,2011,16283.88277
MEX,2012,16887.38043
MEX,2013,16953.79059
MEX,2014,17746.16864
MEX,2015,17982.68576
MEX,2016,19002.29997
MEX,2017,19559.18188
MEX,2018,20217.71906
NLD,1979,9775.087054
NLD,1980,10868.1323
NLD,1981,11630.09101
NLD,1982,12138.64062
NLD,1983,12892.15422
NLD,1984,13759.25693
NLD,1985,14307.40202
NLD,1986,14937.93175
NLD,1987,15680.9665
NLD,1988,16619.44062
NLD,1989,17969.08223
NLD,1990,19012.9822
NLD,1991,20058.96096
NLD,1992,20627.24599
NLD,1993,21383.73429
NLD,1994,22504.35073
NLD,1995,23761.21717
NLD,1996,24883.03051
NLD,1997,26264.64081
NLD,1998,27627.00752
NLD,1999,29668.85788
NLD,2000,32453.38933
NLD,2001,33038.6471
NLD,2002,34354.80725
NLD,2003,34475.90327
NLD,2004,35979.27614
NLD,2005,37105.01212
NLD,2006,41282.31458
NLD,2007,43872.56504
NLD,2008,45112.24783
NLD,2009,44163.73718
NLD,2010,45207.37964
NLD,2011,47251.18507
NLD,2012,48081.2804
NLD,2013,49909.70784
NLD,2014,49111.38624
NLD,2015,50340.40993
NLD,2016,51510.93672
NLD,2017,55766.17593
NLD,2018,58135.03198
NZL,1979,7516.570976
NZL,1980,8256.398537
NZL,1981,9273.466017
NZL,1982,10035.08413
NZL,1983,10659.70369
NZL,1984,11494.42291
NZL,1985,11748.33055
NZL,1986,12558.64543
NZL,1987,12654.49708
NZL,1988,13132.50047
NZL,1989,13699.35969
NZL,1990,14055.61772
NZL,1991,13539.2679
NZL,1992,13907.99193
NZL,1993,14754.71663
NZL,1994,15869.29291
NZL,1995,16701.40033
NZL,1996,17020.41805
NZL,1997,17939.07133
NZL,1998,18421.46204
NZL,1999,19308.24603
NZL,2000,20258.21732
NZL,2001,21255.28485
NZL,2002,22012.3627
NZL,2003,22729.00951
NZL,2004,23590.16541
NZL,2005,23936.76858
NZL,2006,25819.76163
NZL,2007,27220.33682
NZL,2008,27623.62285
NZL,2009,29335.36356
NZL,2010,29617.69414
NZL,2011,31188.19604
NZL,2012,31542.22277
NZL,2013,34651.37205
NZL,2014,35563.59101
NZL,2015,35905.17838
NZL,2016,38295.23437
NZL,2017,39022.33482
NZL,2018,39878.12162
NOR,1979,8370.861203
NOR,1980,9559.648304
NOR,1981,10597.19076
NOR,1982,11218.39812
NOR,1983,12114.91821
NOR,1984,13311.23788
NOR,1985,14579.50247
NOR,1986,15448.93553
NOR,1987,16056.06146
NOR,1988,16323.88262
NOR,1989,17024.21251
NOR,1990,17913.68638
NOR,1991,18929.34793
NOR,1992,20159.61311
NOR,1993,21063.10158
NOR,1994,22605.24613
NOR,1995,24027.38215
NOR,1996,26481.03015
NOR,1997,28305.44928
NOR,1998,27877.49624
NOR,1999,30303.53547
NOR,2000,36474.99173
NOR,2001,37818.20829
NOR,2002,38075.50761
NOR,2003,38768.11462
NOR,2004,42565.77689
NOR,2005,48298.43816
NOR,2006,54105.17264
NOR,2007,55721.65694
NOR,2008,61480.33446
NOR,2009,55783.65411
NOR,2010,58630.73395
NOR,2011,62729.9928
NOR,2012,65979.78954
NOR,2013,67764.62986
NOR,2014,68102.51644
NOR,2015,63000.34431
NOR,2016,61826.80377
NOR,2017,65732.09397
NOR,2018,70498.92518
POL,1991,5613.965852
POL,1992,5814.849204
POL,1993,6210.462795
POL,1994,6888.098356
POL,1995,7472.992329
POL,1996,8121.531167
POL,1997,8852.419186
POL,1998,9447.363107
POL,1999,9983.451176
POL,2000,10611.55153
POL,2001,11066.20761
POL,2002,11741.60448
POL,2003,12142.66121
POL,2004,12917.0517
POL,2005,13654.92805
POL,2006,14823.86901
POL,2007,16225.07024
POL,2008,17994.33443
POL,2009,18521.85546
POL,2010,20061.4645
POL,2011,21761.80388
POL,2012,22664.16874
POL,2013,23605.45598
POL,2014,24363.16013
POL,2015,25566.39853
POL,2016,26846.28162
POL,2017,28567.83668
POL,2018,30066.59195
PRT,1979,5000.133613
PRT,1980,5620.790008
PRT,1981,6100.293284
PRT,1982,6466.075181
PRT,1983,6704.569879
PRT,1984,6723.89546
PRT,1985,7171.996037
PRT,1986,7781.663432
PRT,1987,8589.051158
PRT,1988,9657.252168
PRT,1989,10770.1402
PRT,1990,11737.85167
PRT,1991,12729.03713
PRT,1992,13227.69963
PRT,1993,13260.67947
PRT,1994,13583.78402
PRT,1995,14491.90231
PRT,1996,14982.49546
PRT,1997,15761.98227
PRT,1998,16638.05602
PRT,1999,17660.42427
PRT,2000,18577.66294
PRT,2001,19198.30758
PRT,2002,20048.50516
PRT,2003,20619.50047
PRT,2004,21188.66592
PRT,2005,22423.50632
PRT,2006,23952.69617
PRT,2007,24967.78683
PRT,2008,25771.24888
PRT,2009,25599.80032
PRT,2010,26412.19473
PRT,2011,26335.67418
PRT,2012,25812.29944
PRT,2013,27562.55525
PRT,2014,28154.27355
PRT,2015,28872.96052
PRT,2016,30836.68107
PRT,2017,32309.42609
PRT,2018,33518.1623
SVK,1995,8727.569143
SVK,1996,9471.223423
SVK,1997,10105.2086
SVK,1998,10642.30411
SVK,1999,10669.25938
SVK,2000,11310.36803
SVK,2001,12397.98218
SVK,2002,13275.25286
SVK,2003,13468.22355
SVK,2004,14602.68617
SVK,2005,16172.79818
SVK,2006,18306.27017
SVK,2007,20529.93717
SVK,2008,23205.9855
SVK,2009,22847.48163
SVK,2010,24472.35802
SVK,2011,25153.16922
SVK,2012,26486.42439
SVK,2013,27760.32199
SVK,2014,28669.49271
SVK,2015,29208.8052
SVK,2016,28888.31484
SVK,2017,30276.61436
SVK,2018,32105.50112
ESP,1979,6238.92793
ESP,1980,6859.86786
ESP,1981,7413.697412
ESP,1982,7921.316991
ESP,1983,8318.096813
ESP,1984,8741.579799
ESP,1985,9259.714996
ESP,1986,9733.112977
ESP,1987,10503.3797
ESP,1988,11383.94388
ESP,1989,12417.74523
ESP,1990,13343.66326
ESP,1991,14124.82209
ESP,1992,14532.22073
ESP,1993,14749.84687
ESP,1994,15195.16075
ESP,1995,16126.63166
ESP,1996,16712.75634
ESP,1997,17697.89001
ESP,1998,18856.94602
ESP,1999,19781.46846
ESP,2000,21445.05491
ESP,2001,22688.08542
ESP,2002,24100.22374
ESP,2003,24808.39483
ESP,2004,25914.26648
ESP,2005,27219.85157
ESP,2006,30140.68271
ESP,2007,31633.41325
ESP,2008,32319.46641
ESP,2009,31505.08697
ESP,2010,31251.49145
ESP,2011,31309.91826
ESP,2012,31470.8896
ESP,2013,32235.93712
ESP,2014,33421.37489
ESP,2015,34930.73513
ESP,2016,37402.0486
ESP,2017,39617.67219
ESP,2018,40633.27183
SWE,1979,9961.066429
SWE,1980,11063.39387
SWE,1981,12097.77151
SWE,1982,12933.36025
SWE,1983,13652.31738
SWE,1984,14735.85861
SWE,1985,15502.28931
SWE,1986,16289.0116
SWE,1987,17264.6725
SWE,1988,18235.37408
SWE,1989,19288.00348
SWE,1990,19888.02524
SWE,1991,20053.65726
SWE,1992,19902.26488
SWE,1993,19721.82647
SWE,1994,21126.48823
SWE,1995,22419.01214
SWE,1996,23256.50543
SWE,1997,24151.0178
SWE,1998,25334.09216
SWE,1999,27249.37488
SWE,2000,29478.50005
SWE,2001,29793.06399
SWE,2002,30839.5213
SWE,2003,32119.12549
SWE,2004,33800.09865
SWE,2005,34495.39552
SWE,2006,38407.13284
SWE,2007,41813.75728
SWE,2008,43425.62152
SWE,2009,41131.90673
SWE,2010,43358.78096
SWE,2011,45415.96366
SWE,2012,46344.54921
SWE,2013,47178.47959
SWE,2014,48041.21602
SWE,2015,49416.58494
SWE,2016,50780.2923
SWE,2017,53488.22394
SWE,2018,54643.02682
CHE,1979,14162.49843
CHE,1980,16054.21905
CHE,1981,17895.08245
CHE,1982,18473.47082
CHE,1983,19359.01262
CHE,1984,20722.75309
CHE,1985,22018.45663
CHE,1986,22486.52413
CHE,1987,23124.09422
CHE,1988,24713.73257
CHE,1989,26422.95867
CHE,1990,27839.35658
CHE,1991,28194.76877
CHE,1992,28482.92565
CHE,1993,29062.16516
CHE,1994,29609.10436
CHE,1995,30379.85053
CHE,1996,31085.07115
CHE,1997,32927.0317
CHE,1998,34216.71064
CHE,1999,35380.95483
CHE,2000,37799.27993
CHE,2001,37973.97229
CHE,2002,38463.8394
CHE,2003,39925.35151
CHE,2004,41329.82381
CHE,2005,43710.67267
CHE,2006,48198.10815
CHE,2007,49797.57708
CHE,2008,48942.18548
CHE,2009,52585.46943
CHE,2010,56006.15354
CHE,2011,56831.85783
CHE,2012,59143.86464
CHE,2013,61376.71173
CHE,2014,62168.58185
CHE,2015,65356.74203
CHE,2016,65874.78844
CHE,2017,66046.0544
CHE,2018,69545.739
GBR,1979,8535.046517
GBR,1980,9023.491254
GBR,1981,9735.774365
GBR,1982,10532.40617
GBR,1983,11449.31507
GBR,1984,12124.61536
GBR,1985,12845.16586
GBR,1986,13542.43705
GBR,1987,14458.80824
GBR,1988,15753.43457
GBR,1989,16544.40893
GBR,1990,17143.50077
GBR,1991,17514.26411
GBR,1992,18142.96779
GBR,1993,18985.25233
GBR,1994,20426.72512
GBR,1995,19909.31567
GBR,1996,21161.97008
GBR,1997,22657.65734
GBR,1998,23746.26743
GBR,1999,24333.94653
GBR,2000,26515.76136
GBR,2001,27960.18077
GBR,2002,29445.94667
GBR,2003,30653.29391
GBR,2004,32317.70354
GBR,2005,33102.57945
GBR,2006,34806.66336
GBR,2007,35431.51288
GBR,2008,36310.53141
GBR,2009,34777.3586
GBR,2010,36397.34294
GBR,2011,37293.90448
GBR,2012,37911.10971
GBR,2013,39169.44072
GBR,2014,40426.66039
GBR,2015,41549.40007
GBR,2016,43077.85638
GBR,2017,45439.67952
GBR,2018,46253.02751
USA,1979,11613.20445
USA,1980,12502.1078
USA,1981,13920.75928
USA,1982,14518.4611
USA,1983,15423.21397
USA,1984,17057.50569
USA,1985,18071.13448
USA,1986,18765.49237
USA,1987,19884.77329
USA,1988,21448.10068
USA,1989,22630.05332
USA,1990,23592.07934
USA,1991,24047.45001
USA,1992,25048.33763
USA,1993,25871.04756
USA,1994,27216.22668
USA,1995,28413.47323
USA,1996,29831.25459
USA,1997,31467.36128
USA,1998,33081.04898
USA,1999,34688.08712
USA,2000,36770.29937
USA,2001,37667.48707
USA,2002,38389.07121
USA,2003,39673.90392
USA,2004,41989.71568
USA,2005,44493.28869
USA,2006,47095.44271
USA,2007,48204.86848
USA,2008,48218.48475
USA,2009,46864.6921
USA,2010,48830.57654
USA,2011,50738.88659
USA,2012,53048.16471
USA,2013,54281.78914
USA,2014,56656.81153
USA,2015,58264.18109
USA,2016,58905.54471
USA,2017,60939.35958
USA,2018,63637.92314
CHL,1996,7750.012791
CHL,1997,8366.217564
CHL,1998,8782.2586
CHL,1999,8700.998087
CHL,2000,9184.635631
CHL,2001,9608.325732
CHL,2002,9893.849058
CHL,2003,10137.19238
CHL,2004,10793.47886
CHL,2005,11571.56262
CHL,2006,13782.45991
CHL,2007,14990.34052
CHL,2008,15167.40644
CHL,2009,15020.0272
CHL,2010,16849.68947
